origin_code,origin_airport,origin_city,origin_state,dest_code,dest_airport,dest_city,dest_state,count
SYR,Syracuse Hancock International Airport,Syracuse,NY,EWR,Newark Liberty International Airport,Newark,NJ,518
MHT,Manchester-Boston Regional Airport,Manchester,NH,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,333
HPN,Westchester County Airport,White Plains,NY,DTW,Detroit Metropolitan Airport,Detroit,MI,146
PDX,Portland International Airport,Portland,OR,FAT,Fresno Yosemite International Airport,Fresno,CA,101
SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,MCI,Kansas City International Airport,Kansas City,MO,40
GUC,Gunnison-Crested Butte Regional Airport,Gunnison,CO,DEN,Denver International Airport,Denver,CO,279
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,2144
PDX,Portland International Airport,Portland,OR,BUR,Bob Hope Airport (Hollywood Burbank Airport),Burbank,CA,958
FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,ORD,Chicago O'Hare International Airport,Chicago,IL,2534
DCA,Ronald Reagan Washington National Airport,Arlington,VA,DAL,Dallas Love Field,Dallas,TX,2515
BNA,Nashville International Airport,Nashville,TN,SLC,Salt Lake City International Airport,Salt Lake City,UT,346
SJU,Luis Muñoz Marín International Airport,San Juan,PR,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,1420
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,GRR,Gerald R. Ford International Airport,Grand Rapids,MI,770
DCA,Ronald Reagan Washington National Airport,Arlington,VA,LAX,Los Angeles International Airport,Los Angeles,CA,1000
FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,TPA,Tampa International Airport,Tampa,FL,1929
BDL,Bradley International Airport,Windsor Locks,CT,PBI,Palm Beach International Airport,West Palm Beach,FL,339
MIA,Miami International Airport,Miami,FL,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,845
ALB,Albany International Airport,Albany,NY,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,937
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,CHS,Charleston International Airport/Charleston AFB,Charleston,SC,3197
DVL,Devils Lake Regional Airport,Devils Lake,ND,DEN,Denver International Airport,Denver,CO,240
STL,St. Louis International Airport at Lambert Field,St Louis,MO,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,572
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,MSN,Dane County Regional Airport,Madison,WI,1233
PIT,Pittsburgh International Airport,Pittsburgh,PA,CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,7
LEX,Blue Grass Airport,Lexington,KY,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,55
MAF,Midland International Airport,Midland,TX,IAH,George Bush Intercontinental Airport,Houston,TX,2068
MIA,Miami International Airport,Miami,FL,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,6318
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,7056
MGM,Montgomery Regional Airport,Montgomery,AL,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,969
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,SFO,San Francisco International Airport,San Francisco,CA,4863
BOI,Boise Airport (Boise Air Terminal),Boise,ID,IAH,George Bush Intercontinental Airport,Houston,TX,335
SJC,Norman Y. Mineta San José International Airport,San Jose,CA,DEN,Denver International Airport,Denver,CO,2102
ORD,Chicago O'Hare International Airport,Chicago,IL,OKC,Will Rogers World Airport,Oklahoma City,OK,1841
IAH,George Bush Intercontinental Airport,Houston,TX,RDU,Raleigh-Durham International Airport,Raleigh,NC,492
ORD,Chicago O'Hare International Airport,Chicago,IL,FSD,Sioux Falls Regional Airport,Sioux Falls,SD,2042
IAH,George Bush Intercontinental Airport,Houston,TX,CLL,Easterwood Airport,College Station,TX,704
MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,394
MCO,Orlando International Airport,Orlando,FL,SWF,Stewart International Airport,Newburgh,NY,334
MCO,Orlando International Airport,Orlando,FL,CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,890
LAS,McCarran International Airport,Las Vegas,NV,BUF,Buffalo Niagara International Airport,Buffalo,NY,545
EWR,Newark Liberty International Airport,Newark,NJ,SAT,San Antonio International Airport,San Antonio,TX,257
BNA,Nashville International Airport,Nashville,TN,AUS,Austin-Bergstrom International Airport,Austin,TX,627
FAR,Hector International Airport,Fargo,ND,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,39
SLC,Salt Lake City International Airport,Salt Lake City,UT,AUS,Austin-Bergstrom International Airport,Austin,TX,588
IAD,Washington Dulles International Airport,Chantilly,VA,HDN,Yampa Valley Airport (Yampa Valley Regional),Hayden,CO,15
MMH,Mammoth Yosemite Airport,Mammoth Lakes,CA,DEN,Denver International Airport,Denver,CO,10
RDU,Raleigh-Durham International Airport,Raleigh,NC,IAD,Washington Dulles International Airport,Chantilly,VA,383
BWI,Baltimore-Washington International Airport,Baltimore,MD,MYR,Myrtle Beach International Airport,Myrtle Beach,SC,202
DAL,Dallas Love Field,Dallas,TX,PDX,Portland International Airport,Portland,OR,237
MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,MIA,Miami International Airport,Miami,FL,622
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,TTN,Trenton Mercer Airport,Trenton,NJ,325
PIB,Hattiesburg-Laurel Regional Airport,Hattiesburg-Laurel,MS,MEI,Meridian Regional Airport,Meridian,MS,334
SUX,Sioux Gateway Airport,Sioux City,IA,ORD,Chicago O'Hare International Airport,Chicago,IL,620
BOI,Boise Airport (Boise Air Terminal),Boise,ID,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,1089
MCO,Orlando International Airport,Orlando,FL,LAS,McCarran International Airport,Las Vegas,NV,941
ELP,El Paso International Airport,El Paso,TX,DEN,Denver International Airport,Denver,CO,872
HNL,Honolulu International Airport,Honolulu,HI,SFO,San Francisco International Airport,San Francisco,CA,2065
JAC,Jackson Hole Airport,Jackson,WY,DEN,Denver International Airport,Denver,CO,1084
DAL,Dallas Love Field,Dallas,TX,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2872
LAX,Los Angeles International Airport,Los Angeles,CA,BWI,Baltimore-Washington International Airport,Baltimore,MD,1118
IAH,George Bush Intercontinental Airport,Houston,TX,PNS,Pensacola International Airport (Pensacola Gulf Coast Regional Airport),Pensacola,FL,1419
LAS,McCarran International Airport,Las Vegas,NV,GEG,Spokane International Airport,Spokane,WA,648
TUL,Tulsa International Airport,Tulsa,OK,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,590
TPA,Tampa International Airport,Tampa,FL,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,972
CHS,Charleston International Airport/Charleston AFB,Charleston,SC,BWI,Baltimore-Washington International Airport,Baltimore,MD,1023
IAH,George Bush Intercontinental Airport,Houston,TX,MTJ,Montrose Regional Airport,Montrose,CO,171
AUS,Austin-Bergstrom International Airport,Austin,TX,DCA,Ronald Reagan Washington National Airport,Arlington,VA,334
IAH,George Bush Intercontinental Airport,Houston,TX,MKE,General Mitchell International Airport,Milwaukee,WI,863
MCO,Orlando International Airport,Orlando,FL,SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,505
CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,384
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,7100
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,OMA,Eppley Airfield,Omaha,NE,138
INL,Falls International Airport,International Falls,MN,HIB,Range Regional Airport (Chisholm-Hibbing Airport),Hibbing,MN,329
EWR,Newark Liberty International Airport,Newark,NJ,SRQ,Sarasota-Bradenton International Airport,Sarasota,FL,98
MIA,Miami International Airport,Miami,FL,AUS,Austin-Bergstrom International Airport,Austin,TX,207
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,102
ORD,Chicago O'Hare International Airport,Chicago,IL,BIL,Billings Logan International Airport,Billings,MT,46
MIA,Miami International Airport,Miami,FL,OKC,Will Rogers World Airport,Oklahoma City,OK,1
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,SEA,Seattle-Tacoma International Airport,Seattle,WA,6383
DTW,Detroit Metropolitan Airport,Detroit,MI,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,4429
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,ORD,Chicago O'Hare International Airport,Chicago,IL,6296
LIH,Lihue Airport,Lihue,HI,HNL,Honolulu International Airport,Honolulu,HI,5855
SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,PDX,Portland International Airport,Portland,OR,1692
PIA,General Wayne A. Downing Peoria International Airport,Peoria,IL,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,929
MSN,Dane County Regional Airport,Madison,WI,ORD,Chicago O'Hare International Airport,Chicago,IL,3181
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,4052
ASE,Aspen-Pitkin County Airport,Aspen,CO,ORD,Chicago O'Hare International Airport,Chicago,IL,621
ORD,Chicago O'Hare International Airport,Chicago,IL,LAX,Los Angeles International Airport,Los Angeles,CA,7941
JAX,Jacksonville International Airport,Jacksonville,FL,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,182
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,PHL,Philadelphia International Airport,Philadelphia,PA,2449
FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,BNA,Nashville International Airport,Nashville,TN,780
BWI,Baltimore-Washington International Airport,Baltimore,MD,JAX,Jacksonville International Airport,Jacksonville,FL,1109
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,MGM,Montgomery Regional Airport,Montgomery,AL,969
SLC,Salt Lake City International Airport,Salt Lake City,UT,TUS,Tucson International Airport,Tucson,AZ,939
DEN,Denver International Airport,Denver,CO,MOT,Minot International Airport,Minot,ND,1020
HOU,William P. Hobby Airport,Houston,TX,PIT,Pittsburgh International Airport,Pittsburgh,PA,332
IAH,George Bush Intercontinental Airport,Houston,TX,CHS,Charleston International Airport/Charleston AFB,Charleston,SC,575
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,TYS,McGhee Tyson Airport,Knoxville,TN,73
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,RHI,Rhinelander-Oneida County Airport,Rhinelander,WI,667
DEN,Denver International Airport,Denver,CO,CID,The Eastern Iowa Airport,Cedar Rapids,IA,672
BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,MKE,General Mitchell International Airport,Milwaukee,WI,601
ORD,Chicago O'Hare International Airport,Chicago,IL,GSO,Piedmont Triad International Airport,Greensboro,NC,496
OKC,Will Rogers World Airport,Oklahoma City,OK,EWR,Newark Liberty International Airport,Newark,NJ,159
AZO,Kalamazoo/Battle Creek International Airport,Kalamazoo,MI,DTW,Detroit Metropolitan Airport,Detroit,MI,385
BUF,Buffalo Niagara International Airport,Buffalo,NY,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,353
DCA,Ronald Reagan Washington National Airport,Arlington,VA,BTR,Baton Rouge Metropolitan Airport,Baton Rouge,LA,1
CLE,Cleveland Hopkins International Airport,Cleveland,OH,MIA,Miami International Airport,Miami,FL,257
IND,Indianapolis International Airport,Indianapolis,IN,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,299
CLE,Cleveland Hopkins International Airport,Cleveland,OH,SCE,University Park Airport,State College,PA,1
MSO,Missoula International Airport,Missoula,MT,SEA,Seattle-Tacoma International Airport,Seattle,WA,13
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,575
OAK,Oakland International Airport,Oakland,CA,LAS,McCarran International Airport,Las Vegas,NV,3493
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,OAK,Oakland International Airport,Oakland,CA,335
CID,The Eastern Iowa Airport,Cedar Rapids,IA,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,714
DCA,Ronald Reagan Washington National Airport,Arlington,VA,SJU,Luis Muñoz Marín International Airport,San Juan,PR,334
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,EWR,Newark Liberty International Airport,Newark,NJ,2106
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,RIC,Richmond International Airport,Richmond,VA,1383
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,SMF,Sacramento International Airport,Sacramento,CA,3160
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,AL,MDW,Chicago Midway International Airport,Chicago,IL,631
BWI,Baltimore-Washington International Airport,Baltimore,MD,SAT,San Antonio International Airport,San Antonio,TX,790
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,1290
ORD,Chicago O'Hare International Airport,Chicago,IL,ROC,Greater Rochester International Airport,Rochester,NY,1656
AVP,Wilkes-Barre/Scranton International Airport,Wilkes-Barre/Scranton,PA,DTW,Detroit Metropolitan Airport,Detroit,MI,471
HOU,William P. Hobby Airport,Houston,TX,EWR,Newark Liberty International Airport,Newark,NJ,862
COD,Yellowstone Regional Airport,Cody,WY,SLC,Salt Lake City International Airport,Salt Lake City,UT,340
SMF,Sacramento International Airport,Sacramento,CA,ORD,Chicago O'Hare International Airport,Chicago,IL,530
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,IAH,George Bush Intercontinental Airport,Houston,TX,293
GEG,Spokane International Airport,Spokane,WA,OAK,Oakland International Airport,Oakland,CA,644
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,IAD,Washington Dulles International Airport,Chantilly,VA,205
MEM,Memphis International Airport,Memphis,TN,IAD,Washington Dulles International Airport,Chantilly,VA,71
PNS,Pensacola International Airport (Pensacola Gulf Coast Regional Airport),Pensacola,FL,MDW,Chicago Midway International Airport,Chicago,IL,30
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,LGB,Long Beach Airport (Daugherty Field),Long Beach,CA,118
LAS,McCarran International Airport,Las Vegas,NV,MHT,Manchester-Boston Regional Airport,Manchester,NH,9
EWR,Newark Liberty International Airport,Newark,NJ,TVC,Cherry Capital Airport,Traverse City,MI,28
STL,St. Louis International Airport at Lambert Field,St Louis,MO,SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,40
LAX,Los Angeles International Airport,Los Angeles,CA,SEA,Seattle-Tacoma International Airport,Seattle,WA,7732
FWA,Fort Wayne International Airport,Fort Wayne,IN,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,647
ABQ,Albuquerque International Sunport,Albuquerque,NM,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,1797
GCK,Garden City Regional Airport,Garden City,KS,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,663
CLT,Charlotte Douglas International Airport,Charlotte,NC,IAH,George Bush Intercontinental Airport,Houston,TX,3603
OMA,Eppley Airfield,Omaha,NE,DTW,Detroit Metropolitan Airport,Detroit,MI,720
BUR,Bob Hope Airport (Hollywood Burbank Airport),Burbank,CA,OAK,Oakland International Airport,Oakland,CA,3759
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,PIT,Pittsburgh International Airport,Pittsburgh,PA,1421
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,BPT,Jack Brooks Regional Airport (Southeast Texas Regional),Beaumont/Port Arthur,TX,973
SLC,Salt Lake City International Airport,Salt Lake City,UT,OKC,Will Rogers World Airport,Oklahoma City,OK,608
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,GGG,East Texas Regional Airport,Longview,TX,643
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,BET,Bethel Airport,Bethel,AK,896
DAY,James M. Cox Dayton International Airport,Dayton,OH,BWI,Baltimore-Washington International Airport,Baltimore,MD,695
SFO,San Francisco International Airport,San Francisco,CA,BFL,Meadows Field,Bakersfield,CA,661
MKE,General Mitchell International Airport,Milwaukee,WI,CLE,Cleveland Hopkins International Airport,Cleveland,OH,754
AUS,Austin-Bergstrom International Airport,Austin,TX,LBB,Lubbock Preston Smith International Airport,Lubbock,TX,320
EWR,Newark Liberty International Airport,Newark,NJ,OMA,Eppley Airfield,Omaha,NE,579
